root_symbol,expiration_date,strike,put_call,undly_symbol,start_date,end_date,implied_volatility_1545,trade_volume,open_interest,implied_underlying_price_1545,active_underlying_price_1545
SPX,1/18/2014,1605,p,^SPX,11/5/2013,1/17/2014,0.3177,0,1283,1845.71,1845.71
SPX,1/18/2014,1610,c,^SPX,10/17/2013,1/17/2014,0.3062,0,9,1845.71,1845.71
SPX,1/18/2014,1610,p,^SPX,10/17/2013,1/17/2014,0.313,1,4538,1845.71,1845.71
SPX,1/18/2014,1615,c,^SPX,11/5/2013,1/17/2014,0.3002,0,3,1845.71,1845.71
SPX,1/18/2014,1615,p,^SPX,11/5/2013,1/17/2014,0.3083,15,2405,1845.71,1845.71
SPX,1/18/2014,1620,c,^SPX,9/24/2013,1/17/2014,0.3,0,8,1845.71,1845.71
SPX,1/18/2014,1620,p,^SPX,9/24/2013,1/17/2014,0.3035,1,4304,1845.71,1845.71
SPX,1/18/2014,1625,c,^SPX,7/11/2012,1/17/2014,0.2939,0,11430,1845.71,1845.71
SPX,1/18/2014,1625,p,^SPX,7/11/2012,1/17/2014,0.3012,111,55884,1845.71,1845.71
SPX,1/18/2014,1630,c,^SPX,10/17/2013,1/17/2014,0.293,25,486,1845.71,1845.71
SPX,1/18/2014,1630,p,^SPX,10/17/2013,1/17/2014,0.295,15,4936,1845.71,1845.71
SPX,1/18/2014,1635,c,^SPX,11/5/2013,1/17/2014,0.2868,25,0,1845.71,1845.71
SPX,1/18/2014,1635,p,^SPX,11/5/2013,1/17/2014,0.29,12,6085,1845.71,1845.71
SPX,1/18/2014,1640,c,^SPX,9/24/2013,1/17/2014,0.283,1,12,1845.71,1845.71
SPX,1/18/2014,1640,p,^SPX,9/24/2013,1/17/2014,0.286,30,8803,1845.71,1845.71
SPX,1/18/2014,1645,c,^SPX,11/5/2013,1/17/2014,0.2791,0,14,1845.71,1845.71
SPX,1/18/2014,1645,p,^SPX,11/5/2013,1/17/2014,0.2821,100,5953,1845.71,1845.71
SPX,1/18/2014,1650,c,^SPX,7/11/2012,1/17/2014,0.2729,25,15455,1845.71,1845.71
BSZ,1/18/2014,1650,c,^SPX,10/21/2013,1/17/2014,0.05,0,0,1849.89,1849.89
SPX,1/18/2014,1650,p,^SPX,7/11/2012,1/17/2014,0.2778,29354,66488,1845.71,1845.71
BSZ,1/18/2014,1650,p,^SPX,10/21/2013,1/17/2014,0.182,0,0,1849.89,1849.89
SPX,1/18/2014,1655,c,^SPX,11/5/2013,1/17/2014,0.2687,0,104,1845.71,1845.71
SPX,1/18/2014,1655,p,^SPX,11/5/2013,1/17/2014,0.2716,12,7430,1845.71,1845.71
SPX,1/18/2014,1660,c,^SPX,9/24/2013,1/17/2014,0.2645,0,726,1845.71,1845.71
SPX,1/18/2014,1660,p,^SPX,9/24/2013,1/17/2014,0.271,890,6893,1845.71,1845.71
SPX,1/18/2014,1665,c,^SPX,11/5/2013,1/17/2014,0.2601,0,115,1845.71,1845.71
SPX,1/18/2014,1665,p,^SPX,11/5/2013,1/17/2014,0.2627,3,4252,1845.71,1845.71
SPX,1/18/2014,1670,c,^SPX,10/17/2013,1/17/2014,0.2557,0,116,1845.71,1845.71
SPX,1/18/2014,1670,p,^SPX,10/17/2013,1/17/2014,0.2581,22,15244,1845.71,1845.71
SPX,1/18/2014,1675,c,^SPX,1/16/2013,1/17/2014,0.2511,0,11695,1845.71,1845.71
SPX,1/18/2014,1675,p,^SPX,1/16/2013,1/17/2014,0.256,345,50135,1845.71,1845.71
SPX,1/18/2014,1680,c,^SPX,9/24/2013,1/17/2014,0.2481,0,431,1845.71,1845.71
SPX,1/18/2014,1680,p,^SPX,9/24/2013,1/17/2014,0.2487,71,5834,1845.71,1845.71
SPX,1/18/2014,1685,c,^SPX,11/5/2013,1/17/2014,0.2416,0,6,1845.71,1845.71
SPX,1/18/2014,1685,p,^SPX,11/5/2013,1/17/2014,0.2438,5,5970,1845.71,1845.71
SPX,1/18/2014,1690,c,^SPX,10/17/2013,1/17/2014,0.2382,0,23,1845.71,1845.71
SPX,1/18/2014,1690,p,^SPX,10/17/2013,1/17/2014,0.2388,7,12357,1845.71,1845.71
SPX,1/18/2014,1695,c,^SPX,11/5/2013,1/17/2014,0.2316,0,17,1845.71,1845.71
SPX,1/18/2014,1695,p,^SPX,11/5/2013,1/17/2014,0.2337,0,1799,1845.71,1845.71
SPX,1/18/2014,1700,c,^SPX,7/11/2012,1/17/2014,0.2279,69,18487,1845.71,1845.71
BSZ,1/18/2014,1700,c,^SPX,10/21/2013,1/17/2014,0.05,0,0,1849.89,1849.89
BSZ,1/18/2014,1700,p,^SPX,10/21/2013,1/17/2014,0.14,0,0,1849.89,1849.89
SPX,1/18/2014,1700,p,^SPX,7/11/2012,1/17/2014,0.2313,2379,67614,1845.71,1845.71
SPX,1/18/2014,1705,c,^SPX,8/2/2013,1/17/2014,0.224,0,88,1845.71,1845.71
SPX,1/18/2014,1705,p,^SPX,8/2/2013,1/17/2014,0.2246,30,4780,1845.71,1845.71
SPX,1/18/2014,1710,c,^SPX,8/2/2013,1/17/2014,0.2132,0,4483,1845.71,1845.71
SPX,1/18/2014,1710,p,^SPX,8/2/2013,1/17/2014,0.2204,428,15796,1845.71,1845.71
SPX,1/18/2014,1715,c,^SPX,8/2/2013,1/17/2014,0.2131,0,415,1845.71,1845.71
SPX,1/18/2014,1715,p,^SPX,8/2/2013,1/17/2014,0.2155,9,10595,1845.71,1845.71
SPX,1/18/2014,1720,c,^SPX,8/2/2013,1/17/2014,0.2087,0,2793,1845.71,1845.71
SPX,1/18/2014,1720,p,^SPX,8/2/2013,1/17/2014,0.2115,106,16284,1845.71,1845.71
SPX,1/18/2014,1725,c,^SPX,1/16/2013,1/17/2014,0.2041,5,12628,1845.71,1845.71
SPX,1/18/2014,1725,p,^SPX,1/16/2013,1/17/2014,0.2079,2571,61331,1845.71,1845.71
SPX,1/18/2014,1730,c,^SPX,8/2/2013,1/17/2014,0.1961,1,1690,1845.71,1845.71
SPX,1/18/2014,1730,p,^SPX,8/2/2013,1/17/2014,0.202,270,12652,1845.71,1845.71
SPX,1/18/2014,1735,c,^SPX,8/2/2013,1/17/2014,0.1954,0,577,1845.71,1845.71
SPX,1/18/2014,1735,p,^SPX,8/2/2013,1/17/2014,0.1978,132,9717,1845.71,1845.71
SPX,1/18/2014,1740,c,^SPX,8/2/2013,1/17/2014,0.1912,2,7100,1845.71,1845.71
SPX,1/18/2014,1740,p,^SPX,8/2/2013,1/17/2014,0.1925,469,21961,1845.71,1845.71
SPX,1/18/2014,1745,c,^SPX,8/2/2013,1/17/2014,0.183,0,3947,1845.71,1845.71
SPX,1/18/2014,1745,p,^SPX,8/2/2013,1/17/2014,0.188,252,10537,1845.71,1845.71
SPX,1/18/2014,1750,c,^SPX,1/16/2013,1/17/2014,0.182,109,41039,1845.71,1845.71
BSZ,1/18/2014,1750,c,^SPX,10/21/2013,1/17/2014,0.05,0,0,1849.89,1849.89
SPX,1/18/2014,1750,p,^SPX,1/16/2013,1/17/2014,0.1845,4555,81007,1845.71,1845.71
BSZ,1/18/2014,1750,p,^SPX,10/21/2013,1/17/2014,0.0972,0,0,1849.89,1849.89
SPX,1/18/2014,1755,c,^SPX,11/5/2013,1/17/2014,0.1778,1,437,1845.71,1845.71
SPX,1/18/2014,1755,p,^SPX,11/5/2013,1/17/2014,0.179,51,13358,1845.71,1845.71
SPX,1/18/2014,1760,c,^SPX,9/24/2013,1/17/2014,0.1726,35,8569,1845.71,1845.71
SPX,1/18/2014,1760,p,^SPX,9/24/2013,1/17/2014,0.1745,2739,17818,1845.71,1845.71
SPX,1/18/2014,1765,c,^SPX,11/5/2013,1/17/2014,0.1686,4,1721,1845.71,1845.71
SPX,1/18/2014,1765,p,^SPX,11/5/2013,1/17/2014,0.1704,18,3553,1845.71,1845.71
SPX,1/18/2014,1770,c,^SPX,10/17/2013,1/17/2014,0.1648,0,2414,1845.71,1845.71
SPX,1/18/2014,1770,p,^SPX,10/17/2013,1/17/2014,0.1662,2554,9939,1845.71,1845.71
SPX,1/18/2014,1775,c,^SPX,1/16/2013,1/17/2014,0.1581,20,28245,1845.71,1845.71
SPX,1/18/2014,1775,p,^SPX,1/16/2013,1/17/2014,0.1626,2044,51344,1845.71,1845.71
SPX,1/18/2014,1780,c,^SPX,9/24/2013,1/17/2014,0.1549,5,4400,1845.71,1845.71
SPX,1/18/2014,1780,p,^SPX,9/24/2013,1/17/2014,0.1573,2667,18330,1845.71,1845.71
SPX,1/18/2014,1785,c,^SPX,8/15/2013,1/17/2014,0.1511,21,13081,1845.71,1845.71
SPX,1/18/2014,1785,p,^SPX,8/15/2013,1/17/2014,0.1534,115,11436,1845.71,1845.71
SPX,1/18/2014,1790,c,^SPX,10/17/2013,1/17/2014,0.1489,80,22319,1845.71,1845.71
SPX,1/18/2014,1790,p,^SPX,10/17/2013,1/17/2014,0.1495,51,9261,1845.71,1845.71
SPX,1/18/2014,1795,c,^SPX,10/28/2013,1/17/2014,0.1435,4,5401,1845.71,1845.71
SPX,1/18/2014,1795,p,^SPX,10/28/2013,1/17/2014,0.1455,35,3763,1845.71,1845.71
SPX,1/18/2014,1800,c,^SPX,7/11/2012,1/17/2014,0.1395,2399,120658,1845.71,1845.71
BSZ,1/18/2014,1800,c,^SPX,10/21/2013,1/17/2014,0.05,0,5,1849.89,1849.89
BSZ,1/18/2014,1800,p,^SPX,10/21/2013,1/17/2014,0.0577,0,0,1849.89,1849.89
SPX,1/18/2014,1800,p,^SPX,7/11/2012,1/17/2014,0.1414,3055,97062,1845.71,1845.71
SPX,1/18/2014,1805,c,^SPX,11/5/2013,1/17/2014,0.1362,136,10534,1845.71,1845.71
SPX,1/18/2014,1805,p,^SPX,11/5/2013,1/17/2014,0.138,476,5174,1845.71,1845.71
SPX,1/18/2014,1810,c,^SPX,10/17/2013,1/17/2014,0.1314,287,17972,1845.71,1845.71
SPX,1/18/2014,1810,p,^SPX,10/17/2013,1/17/2014,0.1351,234,7140,1845.71,1845.71
SPX,1/18/2014,1815,c,^SPX,11/5/2013,1/17/2014,0.1282,18,5300,1845.71,1845.71
SPX,1/18/2014,1815,p,^SPX,11/5/2013,1/17/2014,0.1313,1419,3645,1845.71,1845.71
SPX,1/18/2014,1820,c,^SPX,9/24/2013,1/17/2014,0.1259,20,33806,1845.71,1845.71
SPX,1/18/2014,1820,p,^SPX,9/24/2013,1/17/2014,0.1282,556,3207,1845.71,1845.71
SPX,1/18/2014,1825,c,^SPX,4/30/2013,1/17/2014,0.123,5374,62988,1845.71,1845.71
SPX,1/18/2014,1825,p,^SPX,4/30/2013,1/17/2014,0.1252,10554,17257,1845.71,1845.71
SPX,1/18/2014,1830,c,^SPX,10/17/2013,1/17/2014,0.1201,123,13986,1845.71,1845.71
SPX,1/18/2014,1830,p,^SPX,10/17/2013,1/17/2014,0.1225,395,1429,1845.71,1845.71
SPX,1/18/2014,1835,c,^SPX,11/5/2013,1/17/2014,0.1176,42,10020,1845.71,1845.71
SPX,1/18/2014,1835,p,^SPX,11/5/2013,1/17/2014,0.1197,98,754,1845.71,1845.71
SPX,1/18/2014,1840,c,^SPX,9/24/2013,1/17/2014,0.1143,7423,21207,1845.71,1845.71
SPX,1/18/2014,1840,p,^SPX,9/24/2013,1/17/2014,0.1169,867,4219,1845.71,1845.71
SPX,1/18/2014,1845,c,^SPX,11/5/2013,1/17/2014,0.1121,401,7256,1845.71,1845.71
SPX,1/18/2014,1845,p,^SPX,11/5/2013,1/17/2014,0.1144,823,406,1845.71,1845.71
SPX,1/18/2014,1850,c,^SPX,4/30/2013,1/17/2014,0.1105,2043,74319,1845.71,1845.71
BSZ,1/18/2014,1850,c,^SPX,10/21/2013,1/17/2014,0.0036,0,0,1849.89,1849.89
SPX,1/18/2014,1850,p,^SPX,4/30/2013,1/17/2014,0.1125,908,4644,1845.71,1845.71
BSZ,1/18/2014,1850,p,^SPX,10/21/2013,1/17/2014,0.0027,0,0,1849.89,1849.89
SPX,1/18/2014,1855,c,^SPX,11/5/2013,1/17/2014,0.1087,206,7275,1845.71,1845.71
SPX,1/18/2014,1855,p,^SPX,11/5/2013,1/17/2014,0.1107,26,14,1845.71,1845.71
SPX,1/18/2014,1860,c,^SPX,9/24/2013,1/17/2014,0.1072,1976,27595,1845.71,1845.71
SPX,1/18/2014,1860,p,^SPX,9/24/2013,1/17/2014,0.1086,1,404,1845.71,1845.71
SPX,1/18/2014,1865,c,^SPX,11/5/2013,1/17/2014,0.1054,6485,6614,1845.71,1845.71
SPX,1/18/2014,1865,p,^SPX,11/5/2013,1/17/2014,0.1076,100,13,1845.71,1845.71
SPX,1/18/2014,1870,c,^SPX,10/17/2013,1/17/2014,0.1045,1800,14721,1845.71,1845.71
SPX,1/18/2014,1870,p,^SPX,10/17/2013,1/17/2014,0.1065,6,157,1845.71,1845.71
SPX,1/18/2014,1875,c,^SPX,4/30/2013,1/17/2014,0.1026,6309,26386,1845.71,1845.71
SPX,1/18/2014,1875,p,^SPX,4/30/2013,1/17/2014,0.1056,4,28,1845.71,1845.71
SPX,1/18/2014,1880,c,^SPX,9/24/2013,1/17/2014,0.1028,545,14359,1845.71,1845.71
SPX,1/18/2014,1880,p,^SPX,9/24/2013,1/17/2014,0.1024,0,17,1845.71,1845.71
SPX,1/18/2014,1885,c,^SPX,11/5/2013,1/17/2014,0.1033,668,19814,1845.71,1845.71
SPX,1/18/2014,1885,p,^SPX,11/5/2013,1/17/2014,0.1018,1,103,1845.71,1845.71
SPX,1/18/2014,1890,c,^SPX,10/17/2013,1/17/2014,0.1033,507,15039,1845.71,1845.71
SPX,1/18/2014,1890,p,^SPX,10/17/2013,1/17/2014,0.1023,3,10,1845.71,1845.71
SPX,1/18/2014,1895,c,^SPX,11/5/2013,1/17/2014,0.1039,142,5350,1845.71,1845.71
SPX,1/18/2014,1895,p,^SPX,11/5/2013,1/17/2014,0.1056,0,6,1845.71,1845.71
SPX,1/18/2014,1900,c,^SPX,7/11/2012,1/17/2014,0.1037,1088,30202,1845.71,1845.71
SPX,1/18/2014,1900,p,^SPX,7/11/2012,1/17/2014,0.1039,15,1521,1845.71,1845.71
SPX,1/18/2014,1905,c,^SPX,11/5/2013,1/17/2014,0.1065,710,20889,1845.71,1845.71
SPX,1/18/2014,1905,p,^SPX,11/5/2013,1/17/2014,0.1084,0,1,1845.71,1845.71
SPX,1/18/2014,1910,c,^SPX,11/5/2013,1/17/2014,0.1081,225,2762,1845.71,1845.71
SPX,1/18/2014,1910,p,^SPX,11/5/2013,1/17/2014,0.1068,0,21,1845.71,1845.71
SPX,1/18/2014,1915,c,^SPX,11/5/2013,1/17/2014,0.1102,397,885,1845.71,1845.71
SPX,1/18/2014,1915,p,^SPX,11/5/2013,1/17/2014,0.1099,0,10,1845.71,1845.71
SPX,1/18/2014,1920,c,^SPX,9/24/2013,1/17/2014,0.1102,125,13702,1845.71,1845.71
SPX,1/18/2014,1920,p,^SPX,9/24/2013,1/17/2014,0.116,3,3,1845.71,1845.71
SPX,1/18/2014,1925,c,^SPX,11/5/2013,1/17/2014,0.1146,452,7688,1845.71,1845.71
SPX,1/18/2014,1925,p,^SPX,11/5/2013,1/17/2014,0.1128,0,8,1845.71,1845.71
SPX,1/18/2014,1930,c,^SPX,11/18/2013,1/17/2014,0.1172,59,1508,1845.71,1845.71
SPX,1/18/2014,1930,p,^SPX,11/18/2013,1/17/2014,0.1152,0,0,1845.71,1845.71
SPX,1/18/2014,1935,c,^SPX,12/10/2013,1/17/2014,0.1202,36,1242,1845.71,1845.71
SPX,1/18/2014,1935,p,^SPX,12/10/2013,1/17/2014,0.1189,0,0,1845.71,1845.71
SPX,1/18/2014,1940,c,^SPX,11/18/2013,1/17/2014,0.1175,7,1725,1845.71,1845.71
SPX,1/18/2014,1940,p,^SPX,11/18/2013,1/17/2014,0.1203,0,0,1845.71,1845.71
SPX,1/18/2014,1945,c,^SPX,12/10/2013,1/17/2014,0.1259,0,446,1845.71,1845.71
SPX,1/18/2014,1945,p,^SPX,12/10/2013,1/17/2014,0.1315,0,0,1845.71,1845.71
SPX,1/18/2014,1950,c,^SPX,7/9/2013,1/17/2014,0.1288,3540,4634,1845.71,1845.71
SPX,1/18/2014,1950,p,^SPX,7/9/2013,1/17/2014,0.1259,0,21,1845.71,1845.71
SPX,1/18/2014,1955,c,^SPX,12/10/2013,1/17/2014,0.1313,0,433,1845.71,1845.71
SPX,1/18/2014,1955,p,^SPX,12/10/2013,1/17/2014,0.1308,0,0,1845.71,1845.71
SPX,1/18/2014,1960,c,^SPX,12/10/2013,1/17/2014,0.1334,16,1309,1845.71,1845.71
SPX,1/18/2014,1960,p,^SPX,12/10/2013,1/17/2014,0.1296,0,0,1845.71,1845.71
SPX,1/18/2014,1965,c,^SPX,12/10/2013,1/17/2014,0.1366,1,443,1845.71,1845.71
SPX,1/18/2014,1965,p,^SPX,12/10/2013,1/17/2014,0.1344,0,0,1845.71,1845.71
SPX,1/18/2014,1970,c,^SPX,11/19/2013,1/17/2014,0.1316,0,992,1845.71,1845.71
SPX,1/18/2014,1970,p,^SPX,11/19/2013,1/17/2014,0.1391,0,0,1845.71,1845.71
SPX,1/18/2014,1975,c,^SPX,11/11/2013,1/17/2014,0.136,55,4078,1845.71,1845.71
SPX,1/18/2014,1975,p,^SPX,11/11/2013,1/17/2014,0.1397,0,0,1845.71,1845.71
SPX,1/18/2014,1980,c,^SPX,11/19/2013,1/17/2014,0.1428,6,1697,1845.71,1845.71
SPX,1/18/2014,1980,p,^SPX,11/19/2013,1/17/2014,0.1396,0,0,1845.71,1845.71
SPX,1/18/2014,1990,c,^SPX,12/10/2013,1/17/2014,0.1433,0,579,1845.71,1845.71
SPX,1/18/2014,1990,p,^SPX,12/10/2013,1/17/2014,0.1484,0,0,1845.71,1845.71
SPX,1/18/2014,2000,c,^SPX,7/11/2012,1/17/2014,0.1577,1428,76634,1845.71,1845.71
SPX,1/18/2014,2000,p,^SPX,7/11/2012,1/17/2014,0.1507,7,70597,1845.71,1845.71
SPX,1/18/2014,2050,c,^SPX,7/9/2013,1/17/2014,0.1818,100,2659,1845.71,1845.71
SPX,1/18/2014,2050,p,^SPX,7/9/2013,1/17/2014,0.1615,0,0,1845.71,1845.71
SPX,1/18/2014,2100,c,^SPX,7/9/2013,1/17/2014,0.1971,0,3829,1845.71,1845.71
SPX,1/18/2014,2250,c,^SPX,7/11/2012,1/17/2014,0.294,0,270,1845.71,1845.71
SPX,1/18/2014,2500,c,^SPX,7/11/2012,1/17/2014,0.4329,0,142,1845.71,1845.71
SPX,1/18/2014,3000,c,^SPX,7/11/2012,1/17/2014,0.6661,0,154,1845.71,1845.71
SPXW,1/24/2014,1275,c,^SPX,12/19/2013,1/24/2014,0.561,0,0,1845.41,1845.41
SPXW,1/24/2014,1275,p,^SPX,12/19/2013,1/24/2014,0.5044,0,0,1845.41,1845.41
SPXW,1/24/2014,1300,c,^SPX,12/19/2013,1/24/2014,0.5334,0,0,1845.41,1845.41
SPXW,1/24/2014,1300,p,^SPX,12/19/2013,1/24/2014,0.4965,0,10,1845.41,1845.41
SPXW,1/24/2014,1325,c,^SPX,12/19/2013,1/24/2014,0.5148,0,0,1845.41,1845.41
SPXW,1/24/2014,1325,p,^SPX,12/19/2013,1/24/2014,0.4717,0,0,1845.41,1845.41
SPXW,1/24/2014,1350,c,^SPX,12/19/2013,1/24/2014,0.4877,0,0,1845.41,1845.41
SPXW,1/24/2014,1350,p,^SPX,12/19/2013,1/24/2014,0.4472,0,33,1845.41,1845.41
SPXW,1/24/2014,1370,c,^SPX,12/19/2013,1/24/2014,0.4732,0,0,1845.41,1845.41
SPXW,1/24/2014,1370,p,^SPX,12/19/2013,1/24/2014,0.4279,0,0,1845.41,1845.41
SPXW,1/24/2014,1375,c,^SPX,12/19/2013,1/24/2014,0.468,0,0,1845.41,1845.41
SPXW,1/24/2014,1375,p,^SPX,12/19/2013,1/24/2014,0.4437,0,0,1845.41,1845.41
SPXW,1/24/2014,1380,c,^SPX,12/19/2013,1/24/2014,0.4629,0,0,1845.41,1845.41
SPXW,1/24/2014,1380,p,^SPX,12/19/2013,1/24/2014,0.4429,0,0,1845.41,1845.41
SPXW,1/24/2014,1390,c,^SPX,12/19/2013,1/24/2014,0.4521,0,0,1845.41,1845.41
SPXW,1/24/2014,1390,p,^SPX,12/19/2013,1/24/2014,0.4368,0,0,1845.41,1845.41
SPXW,1/24/2014,1400,c,^SPX,12/19/2013,1/24/2014,0.4475,0,0,1845.41,1845.41
SPXW,1/24/2014,1400,p,^SPX,12/19/2013,1/24/2014,0.4304,0,2,1845.41,1845.41
SPXW,1/24/2014,1410,c,^SPX,12/19/2013,1/24/2014,0.4371,0,0,1845.41,1845.41
SPXW,1/24/2014,1410,p,^SPX,12/19/2013,1/24/2014,0.4237,0,0,1845.41,1845.41
SPXW,1/24/2014,1420,c,^SPX,12/19/2013,1/24/2014,0.4318,0,0,1845.41,1845.41
SPXW,1/24/2014,1420,p,^SPX,12/19/2013,1/24/2014,0.4137,0,0,1845.41,1845.41
SPXW,1/24/2014,1425,c,^SPX,12/19/2013,1/24/2014,0.4266,0,0,1845.41,1845.41
SPXW,1/24/2014,1425,p,^SPX,12/19/2013,1/24/2014,0.4148,0,2,1845.41,1845.41
SPXW,1/24/2014,1430,c,^SPX,12/19/2013,1/24/2014,0.4214,0,0,1845.41,1845.41
SPXW,1/24/2014,1430,p,^SPX,12/19/2013,1/24/2014,0.4098,0,0,1845.41,1845.41
SPXW,1/24/2014,1440,c,^SPX,12/19/2013,1/24/2014,0.4157,0,0,1845.41,1845.41
SPXW,1/24/2014,1440,p,^SPX,12/19/2013,1/24/2014,0.3997,0,0,1845.41,1845.41
SPXW,1/24/2014,1450,c,^SPX,12/19/2013,1/24/2014,0.4052,0,0,1845.41,1845.41
SPXW,1/24/2014,1450,p,^SPX,12/19/2013,1/24/2014,0.395,0,0,1845.41,1845.41
SPXW,1/24/2014,1455,c,^SPX,12/19/2013,1/24/2014,0.4043,0,0,1845.41,1845.41
SPXW,1/24/2014,1455,p,^SPX,12/19/2013,1/24/2014,0.39,0,0,1845.41,1845.41
SPXW,1/24/2014,1460,c,^SPX,12/19/2013,1/24/2014,0.399,0,0,1845.41,1845.41
SPXW,1/24/2014,1460,p,^SPX,12/19/2013,1/24/2014,0.385,0,0,1845.41,1845.41
SPXW,1/24/2014,1465,c,^SPX,12/19/2013,1/24/2014,0.3938,0,0,1845.41,1845.41
SPXW,1/24/2014,1465,p,^SPX,12/19/2013,1/24/2014,0.3847,0,0,1845.41,1845.41
SPXW,1/24/2014,1470,c,^SPX,12/19/2013,1/24/2014,0.3925,0,0,1845.41,1845.41
SPXW,1/24/2014,1470,p,^SPX,12/19/2013,1/24/2014,0.3797,0,0,1845.41,1845.41
SPXW,1/24/2014,1475,c,^SPX,12/19/2013,1/24/2014,0.3874,0,0,1845.41,1845.41
SPXW,1/24/2014,1475,p,^SPX,12/19/2013,1/24/2014,0.3747,5,9,1845.41,1845.41
SPXW,1/24/2014,1480,c,^SPX,12/19/2013,1/24/2014,0.3822,0,0,1845.41,1845.41
SPXW,1/24/2014,1480,p,^SPX,12/19/2013,1/24/2014,0.3718,0,0,1845.41,1845.41
SPXW,1/24/2014,1485,c,^SPX,12/19/2013,1/24/2014,0.3807,0,0,1845.41,1845.41
SPXW,1/24/2014,1485,p,^SPX,12/19/2013,1/24/2014,0.3689,0,0,1845.41,1845.41
SPXW,1/24/2014,1490,c,^SPX,12/19/2013,1/24/2014,0.3754,0,0,1845.41,1845.41
SPXW,1/24/2014,1490,p,^SPX,12/19/2013,1/24/2014,0.3638,0,0,1845.41,1845.41
SPXW,1/24/2014,1495,c,^SPX,12/19/2013,1/24/2014,0.3702,0,0,1845.41,1845.41
SPXW,1/24/2014,1495,p,^SPX,12/19/2013,1/24/2014,0.3608,0,0,1845.41,1845.41
SPXW,1/24/2014,1500,c,^SPX,12/19/2013,1/24/2014,0.3683,0,0,1845.41,1845.41
SPXW,1/24/2014,1500,p,^SPX,12/19/2013,1/24/2014,0.3517,0,0,1845.41,1845.41
SPXW,1/24/2014,1505,c,^SPX,12/19/2013,1/24/2014,0.3631,0,0,1845.41,1845.41
SPXW,1/24/2014,1505,p,^SPX,12/19/2013,1/24/2014,0.3467,2,36,1845.41,1845.41
SPXW,1/24/2014,1510,c,^SPX,12/19/2013,1/24/2014,0.361,0,0,1845.41,1845.41
SPXW,1/24/2014,1510,p,^SPX,12/19/2013,1/24/2014,0.3438,0,0,1845.41,1845.41
SPXW,1/24/2014,1515,c,^SPX,12/19/2013,1/24/2014,0.3558,0,0,1845.41,1845.41
SPXW,1/24/2014,1515,p,^SPX,12/19/2013,1/24/2014,0.3406,0,0,1845.41,1845.41
SPXW,1/24/2014,1520,c,^SPX,12/19/2013,1/24/2014,0.3535,0,0,1845.41,1845.41
SPXW,1/24/2014,1520,p,^SPX,12/19/2013,1/24/2014,0.3357,0,0,1845.41,1845.41
SPXW,1/24/2014,1525,c,^SPX,12/19/2013,1/24/2014,0.3483,0,0,1845.41,1845.41
SPXW,1/24/2014,1525,p,^SPX,12/19/2013,1/24/2014,0.3342,24,4,1845.41,1845.41
SPXW,1/24/2014,1530,c,^SPX,12/19/2013,1/24/2014,0.3431,0,0,1845.41,1845.41
SPXW,1/24/2014,1530,p,^SPX,12/19/2013,1/24/2014,0.3292,0,0,1845.41,1845.41
SPXW,1/24/2014,1535,c,^SPX,12/19/2013,1/24/2014,0.3406,0,0,1845.41,1845.41
SPXW,1/24/2014,1535,p,^SPX,12/19/2013,1/24/2014,0.3274,0,0,1845.41,1845.41
SPXW,1/24/2014,1540,c,^SPX,12/19/2013,1/24/2014,0.3379,0,0,1845.41,1845.41
SPXW,1/24/2014,1540,p,^SPX,12/19/2013,1/24/2014,0.3224,0,0,1845.41,1845.41
SPXW,1/24/2014,1545,c,^SPX,12/19/2013,1/24/2014,0.3327,0,0,1845.41,1845.41
SPXW,1/24/2014,1545,p,^SPX,12/19/2013,1/24/2014,0.3204,0,0,1845.41,1845.41
SPXW,1/24/2014,1550,c,^SPX,12/19/2013,1/24/2014,0.33,0,0,1845.41,1845.41
SPXW,1/24/2014,1550,p,^SPX,12/19/2013,1/24/2014,0.3154,4,10,1845.41,1845.41
SPXW,1/24/2014,1555,c,^SPX,12/19/2013,1/24/2014,0.3247,0,0,1845.41,1845.41
SPXW,1/24/2014,1555,p,^SPX,12/19/2013,1/24/2014,0.3131,0,0,1845.41,1845.41
SPXW,1/24/2014,1560,c,^SPX,12/19/2013,1/24/2014,0.3217,0,0,1845.41,1845.41
SPXW,1/24/2014,1560,p,^SPX,12/19/2013,1/24/2014,0.3107,0,0,1845.41,1845.41
SPXW,1/24/2014,1565,c,^SPX,12/19/2013,1/24/2014,0.3165,0,0,1845.41,1845.41
SPXW,1/24/2014,1565,p,^SPX,12/19/2013,1/24/2014,0.3057,0,0,1845.41,1845.41
SPXW,1/24/2014,1570,c,^SPX,12/19/2013,1/24/2014,0.3133,0,0,1845.41,1845.41
SPXW,1/24/2014,1570,p,^SPX,12/19/2013,1/24/2014,0.303,0,0,1845.41,1845.41
SPXW,1/24/2014,1575,c,^SPX,12/19/2013,1/24/2014,0.3101,0,0,1845.41,1845.41
SPXW,1/24/2014,1575,p,^SPX,12/19/2013,1/24/2014,0.3003,0,0,1845.41,1845.41
SPXW,1/24/2014,1580,c,^SPX,12/19/2013,1/24/2014,0.3048,0,0,1845.41,1845.41
SPXW,1/24/2014,1580,p,^SPX,12/19/2013,1/24/2014,0.2951,0,0,1845.41,1845.41
SPXW,1/24/2014,1585,c,^SPX,12/19/2013,1/24/2014,0.3014,0,0,1845.41,1845.41
